identifier,alternative_identifiers,country,continent,region,culture,epoch,group,comment,latitude,longitude,sex,site,site_detail,mt_hg,ychr_hg,year_from,year_to,date_detail,bp,c14_lab_code,reference_name,reference_link,data_link,c14_sample_tag,c14_layer_tag,ychr_snps,avg_coverage,sequence_source,mitopatho_alleles,mitopatho_positions,mitopatho_locus,mitopatho_diseases,mitopatho_statuses,mitopatho_homoplasms,mitopatho_heteroplasms
I12448,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,F,Pakistan_Katelai_IA,none,U2a2,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12454,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,F,Pakistan_Katelai_IA,none,W3b,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12460,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,F,Pakistan_Katelai_IA,none,U2b,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12461,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,F,Pakistan_Katelai_IA,none,M30d1,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12462,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,M,Pakistan_Katelai_IA,none,HV12b1,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12463,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,M,Pakistan_Katelai_IA,none,N1a1b1,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12464,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,F,Pakistan_Katelai_IA,none,U1a,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12465,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,M,Pakistan_Katelai_IA,none,U7b,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12470,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,M,Pakistan_Katelai_IA,none,M30c1,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12471,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,M,Pakistan_Katelai_IA,none,HV17,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12473,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,M,Pakistan_Katelai_IA,none,T2g,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12475,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,M,Pakistan_Katelai_IA,none,H3ac,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12477,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,F,Pakistan_Katelai_IA,none,W3a1,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5396,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,M,Pakistan_Katelai_IA,none,U4d,..,904 calBCE,814 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5397,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,F,Pakistan_Katelai_IA,none,M35b+16304,n/a (female),967 calBCE,827 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5398,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,F,Pakistan_Katelai_IA,none,Z3a1a,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12140,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA_1d.rel.I10523_lc,Iron Age,none,none,34.76584167,72.34913333,M,Pakistan_Katelai_IA_1d.rel.I10523_lc,none,n/a (<2x),..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12453,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA_lc,Iron Age,none,none,34.76584167,72.34913333,M,Pakistan_Katelai_IA_lc,none,n/a (<2x),..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12466,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA_lc,Iron Age,none,none,34.76584167,72.34913333,M,Pakistan_Katelai_IA_lc,none,n/a (<2x),..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12149,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,M,Pakistan_Katelai_IA,none,M30c1,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5399,none,Pakistan,Asia,"Swat Valley, Katelai",Pakistan_Katelai_IA,Iron Age,none,none,34.76584167,72.34913333,M,Pakistan_Katelai_IA,none,J1d3a,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I11562,none,Pakistan,Asia,"Khyber Pakhtunkhwa, Chitral, Parwak",Pakistan_LBA_lc,Bronze Age,none,none,36.280247,72.414702,U,Pakistan_LBA_lc,none,n/a (<2x),..,1 CE,1000 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10000,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA,none,U7a,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10001,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA,none,R30b1,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10974,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA,none,HV2a,..,1011 calBCE,901 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12134,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA,none,M30g,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12137,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,F,Pakistan_Loebanr_IA,none,I1c,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12455,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,F,Pakistan_Loebanr_IA,none,M5a,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12456,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,F,Pakistan_Loebanr_IA,none,I1c1,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12457,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA,none,W3a1,..,1048 calBCE,920 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12458,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA,none,M4,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12459,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA,none,M65a1,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12979,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,F,Pakistan_Loebanr_IA,none,T1a1,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12980,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA,none,D4j1b,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12981,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,F,Pakistan_Loebanr_IA,none,M70,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12982,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA,none,H14,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12984,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,F,Pakistan_Loebanr_IA,none,H,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12987,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,F,Pakistan_Loebanr_IA,none,HV18,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I12988,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA,none,U2c1b,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13220,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,F,Pakistan_Loebanr_IA,none,T1a1,n/a (female),1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13221,none,Pakistan,Asia,"Swat Valley, Loebanr",Pakistan_Loebanr_IA,Iron Age,none,none,34.75146111,72.40193611,M,Pakistan_Loebanr_IA,none,A+152+16362,..,1000 BCE,800 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
